2.8264  MSE 26360.6113, SSIM 0.0101
100 7.3963  MSE 38732.2676, SSIM 0.0052
110 6.7368  MSE 38474.8057, SSIM 0.0074
120 6.2625  MSE 38586.2051, SSIM 0.0026
130 5.9107  MSE 37542.7236, SSIM 0.0178
140 5.3371  MSE 37401.4639, SSIM 0.0218
150 4.9987  MSE 38125.3730, SSIM 0.0019
160 4.7072  MSE 39921.1084, SSIM -0.0234
170 4.4424  MSE 39522.3008, SSIM -0.0093
180 4.0958  MSE 38495.5391, SSIM -0.0029
190 3.9019  MSE 38255.5488, SSIM 0.0066
0 230.4618  MSE 37848.7920, SSIM 0.0070
10 168.3233  MSE 39601.8232, SSIM 0.0003
20 163.0514  MSE 38768.5342, SSIM -0.0062
30 160.2093  MSE 39538.5664, SSIM 0.0007
40 158.3927  MSE 38063.5898, SSIM 0.0159
50 157.2492  MSE 38140.1826, SSIM -0.0128
60 156.0899  MSE 38271.5244, SSIM 0.0049
70 155.2493  MSE 38140.2715, SSIM 0.0300
80 154.6369  MSE 38442.8428, SSIM 0.0150
90 154.0571  MSE 37130.1299, SSIM 0.0286
100 153.4579  MSE 38763.1240, SSIM 0.0069
110 153.0076  MSE 38912.1934, SSIM 0.0028
120 152.5453  MSE 38335.7764, SSIM 0.0212
130 152.1138  MSE 38756.6172, SSIM 0.0026
140 151.7937  MSE 38507.6846, SSIM 0.0049
150 151.5342  MSE 38396.1758, SSIM 0.0218
160 151.2416  MSE 38407.4824, SSIM 0.0043
170 150.9854  MSE 38066.5439, SSIM 0.0300
180 150.6987  MSE 38780.8584, SSIM 0.0168
190 150.4405  MSE 38898.3174, SSIM -0.0044
0 556.8910  MSE 20319.9111, SSIM 0.0101
10 380.4595  MSE 20461.5566, SSIM 0.0070
20 380.4595  MSE 20461.5566, SSIM 0.0070
30 380.4595  MSE 20461.5566, SSIM 0.0070
40 380.4595  MSE 20461.5566, SSIM 0.0070
50 380.4595  MSE 20461.5566, SSIM 0.0070
60 380.4595  MSE 20461.5566, SSIM 0.0070
70 380.4595  MSE 20461.5566, SSIM 0.0070
80 380.4595  MSE 20461.5566, SSIM 0.0070
90 380.4595  MSE 20461.5566, SSIM 0.0070
100 380.4595  MSE 20461.5566, SSIM 0.0070
110 380.4595  MSE 20461.5566, SSIM 0.0070
120 380.4595  MSE 20461.5566, SSIM 0.0070
130 380.4595  MSE 20461.5566, SSIM 0.0070
140 380.4595  MSE 20461.5566, SSIM 0.0070
150 380.4595  MSE 20461.5566, SSIM 0.0070
160 380.4595  MSE 20461.5566, SSIM 0.0070
170 380.4595  MSE 20461.5566, SSIM 0.0070
180 380.4595  MSE 20461.5566, SSIM 0.0070
190 380.4595  MSE 20461.5566, SSIM 0.0070
0 615.6871  MSE 20244.2393, SSIM 0.0241
10 478.7136  MSE 20554.7305, SSIM -0.0002
20 370.7641  MSE 21310.0166, SSIM -0.0133
30 370.7641  MSE 21310.0166, SSIM -0.0133
40 370.7641  MSE 21310.0166, SSIM -0.0133
50 370.7641  MSE 21310.0166, SSIM -0.0133
60 370.7641  MSE 21310.0166, SSIM -0.0133
70 370.7641  MSE 21310.0166, SSIM -0.0133
80 370.7641  MSE 21310.0166, SSIM -0.0133
90 370.7641  MSE 21310.0166, SSIM -0.0133
100 370.7641  MSE 21310.0166, SSIM -0.0133
110 370.7641  MSE 21310.0166, SSIM -0.0133
120 370.7641  MSE 21310.0166, SSIM -0.0133
130 370.7641  MSE 21310.0166, SSIM -0.0133
140 370.7641  MSE 21310.0166, SSIM -0.0133
150 370.7641  MSE 21310.0166, SSIM -0.0133
160 370.7641  MSE 21310.0166, SSIM -0.0133
170 370.7641  MSE 21310.0166, SSIM -0.0133
180 370.7641  MSE 21310.0166, SSIM -0.0133
190 370.7641  MSE 21310.0166, SSIM -0.0133
0 848.1311  MSE 28092.8428, SSIM -0.0006
10 975.4272  MSE 27934.8213, SSIM 0.0111
20 975.4272  MSE 27934.8213, SSIM 0.0111
30 975.4272  MSE 27934.8213, SSIM 0.0111
40 975.4272  MSE 27934.8213, SSIM 0.0111
50 975.4272  MSE 27934.8213, SSIM 0.0111
60 975.4272  MSE 27934.8213, SSIM 0.0111
70 975.4272  MSE 27934.8213, SSIM 0.0111
80 975.4272  MSE 27934.8213, SSIM 0.0111
90 975.4272  MSE 27934.8213, SSIM 0.0111
100 975.4272  MSE 27934.8213, SSIM 0.0111
110 975.4272  MSE 27934.8213, SSIM 0.0111
120 975.4272  MSE 27934.8213, SSIM 0.0111
130 975.4272  MSE 27934.8213, SSIM 0.0111
140 975.4272  MSE 27934.8213, SSIM 0.0111
150 975.4272  MSE 27934.8213, SSIM 0.0111
160 975.4272  MSE 27934.8213, SSIM 0.0111
170 975.4272  MSE 27934.8213, SSIM 0.0111
180 975.4272  MSE 27934.8213, SSIM 0.0111
190 975.4272  MSE 27934.8213, SSIM 0.0111
0 229.2122  MSE 28172.6807, SSIM -0.0104
10 153.8407  MSE 28421.4238, SSIM 0.0002
20 149.6822  MSE 27933.2852, SSIM 0.0109
30 147.9053  MSE 27701.5342, SSIM 0.0116
40 146.8901  MSE 27991.3545, SSIM 0.0130
50 146.3297  MSE 28602.1211, SSIM -0.0118
60 145.7905  MSE 28672.3262, SSIM 0.0152
70 145.3678  MSE 28587.7627, SSIM -0.0035
80 145.0046  MSE 27754.9395, SSIM 0.0126
90 144.7126  MSE 28894.1689, SSIM -0.0117
100 144.4489  MSE 27732.8623, SSIM 0.0081
110 144.2010  MSE 28036.6152, SSIM 0.0140
120 143.9874  MSE 27174.2070, SSIM 0.0148
130 143.7470  MSE 27020.2734, SSIM 0.0134
140 143.5109  MSE 28026.1562, SSIM 0.0129
150 143.3558  MSE 28312.6758, SSIM 0.0088
160 143.2375  MSE 27818.1270, SSIM 0.0074
170 143.1351  MSE 27959.6670, SSIM 0.0149
180 143.0045  MSE 27214.8906, SSIM 0.0017
190 142.8945  MSE 27685.7197, SSIM 0.0081
0 10.8824  MSE 20803.0703, SSIM -0.0013
10 355.0654  MSE 20638.8535, SSIM 0.0037
20 355.0654  MSE 20638.8535, SSIM 0.0037
30 355.0654  MSE 20638.8535, SSIM 0.0037
40 355.0654  MSE 20638.8535, SSIM 0.0037
50 355.0654  MSE 20638.8535, SSIM 0.0037
60 355.0654  MSE 20638.8535, SSIM 0.0037
70 355.0654  MSE 20638.8535, SSIM 0.0037
80 355.0654  MSE 20638.8535, SSIM 0.0037
90 355.0654  MSE 20638.8535, SSIM 0.0037
100 355.0654  MSE 20638.8535, SSIM 0.0037
110 355.0654  MSE 20638.8535, SSIM 0.0037
120 355.0654  MSE 20638.8535, SSIM 0.0037
130 355.0654  MSE 20638.8535, SSIM 0.0037
140 355.0654  MSE 20638.8535, SSIM 0.0037
150 355.0654  MSE 20638.8535, SSIM 0.0037
160 355.0654  MSE 20638.8535, SSIM 0.0037
170 355.0654  MSE 20638.8535, SSIM 0.0037
180 355.0654  MSE 20638.8535, SSIM 0.0037
190 355.0654  MSE 20638.8535, SSIM 0.0037
0 186.0375  MSE 20503.3535, SSIM 0.0078
10 174.4142  MSE 20970.4932, SSIM 0.0179
20 173.3178  MSE 21452.8760, SSIM 0.0042
30 172.9963  MSE 20175.4199, SSIM 0.0274
40 172.9051  MSE 20631.0283, SSIM 0.0088
50 172.8548  MSE 21395.1787, SSIM -0.0068
60 172.8292  MSE 20624.0381, SSIM 0.0246
70 172.8174  MSE 20817.3750, SSIM -0.0057
80 172.8075  MSE 20138.1221, SSIM 0.0197
90 172.7941  MSE 20632.3271, SSIM -0.0129
100 172.7854  MSE 20962.9307, SSIM 0.0181
110 172.7773  MSE 21167.0264, SSIM -0.0069
120 172.7700  MSE 21156.1387, SSIM -0.0007
130 172.7632  MSE 20738.2637, SSIM 0.0130
140 558.1458  MSE 20055.1152, SSIM 0.0207
150 558.1458  MSE 20055.1152, SSIM 0.0207
160 558.1458  MSE 20055.1152, SSIM 0.0207
170 558.1458  MSE 20055.1152, SSIM 0.0207
180 558.1458  MSE 20055.1152, SSIM 0.0207
190 558.1458  MSE 20055.1152, SSIM 0.0207
0 1562.8579  MSE 25955.8506, SSIM 0.0149
10 1619.9453  MSE 25573.1592, SSIM 0.0025
20 1619.9453  MSE 25573.1592, SSIM 0.0025
30 1619.9453  MSE 25573.1592, SSIM 0.0025
40 1619.9453  MSE 25573.1592, SSIM 0.0025
50 1619.9453  MSE 25573.1592, SSIM 0.0025
60 1619.9453  MSE 25573.1592, SSIM 0.0025
70 1619.9453  MSE 25573.1592, SSIM 0.0025
80 1619.9453  MSE 25573.1592, SSIM 0.0025
90 1619.9453  MSE 25573.1592, SSIM 0.0025
100 1619.9453  MSE 25573.1592, SSIM 0.0025
110 1619.9453  MSE 25573.1592, SSIM 0.0025
120 1619.9453  MSE 25573.1592, SSIM 0.0025
130 1619.9453  MSE 25573.1592, SSIM 0.0025
140 1619.9453  MSE 25573.1592, SSIM 0.0025
150 1619.9453  MSE 25573.1592, SSIM 0.0025
160 1619.9453  MSE 25573.1592, SSIM 0.0025
170 1619.9453  MSE 25573.1592, SSIM 0.0025
180 1619.9453  MSE 25573.1592, SSIM 0.0025
190 1619.9453  MSE 25573.1592, SSIM 0.0025
0 918.7846  MSE 25754.6562, SSIM 0.0048
10 586.2716  MSE 26019.1768, SSIM 0.0110
20 560.6497  MSE 26216.5908, SSIM 0.0084
30 1106.3714  MSE 26551.3945, SSIM 0.0067
40 1106.3714  MSE 26551.3945, SSIM 0.0067
50 1106.3714  MSE 26551.3945, SSIM 0.0067
60 1106.3714  MSE 26551.3945, SSIM 0.0067
70 1106.3714  MSE 26551.3945, SSIM 0.0067
80 1106.3714  MSE 26551.3945, SSIM 0.0067
90 1106.3714  MSE 26551.3945, SSIM 0.0067
100 1106.3714  MSE 26551.3945, SSIM 0.0067
110 1106.3714  MSE 26551.3945, SSIM 0.0067
120 1106.3714  MSE 26551.3945, SSIM 0.0067
130 1106.3714  MSE 26551.3945, SSIM 0.0067
140 1106.3714  MSE 26551.3945, SSIM 0.0067
150 1106.3714  MSE 26551.3945, SSIM 0.0067
160 1106.3714  MSE 26551.3945, SSIM 0.0067
170 1106.3714  MSE 26551.3945, SSIM 0.0067
180 1106.3714  MSE 26551.3945, SSIM 0.0067
190 1106.3714  MSE 26551.3945, SSIM 0.0067
0 57.3620  MSE 25714.0674, SSIM 0.0344
10 11.3241  MSE 28204.7148, SSIM 0.0059
20 7.5812  MSE 27093.3096, SSIM -0.0012
30 674.2974  MSE 27941.0518, SSIM -0.0257
40 674.2974  MSE 27941.0518, SSIM -0.0257
50 674.2974  MSE 27941.0518, SSIM -0.0257
60 674.2974  MSE 27941.0518, SSIM -0.0257
70 674.2974  MSE 27941.0518, SSIM -0.0257
80 674.2974  MSE 27941.0518, SSIM -0.0257
90 674.2974  MSE 27941.0518, SSIM -0.0257
100 674.2974  MSE 27941.0518, SSIM -0.0257
110 674.2974  MSE 27941.0518, SSIM -0.0257
120 674.2974  MSE 27941.0518, SSIM -0.0257
130 674.2974  MSE 27941.0518, SSIM -0.0257
140 674.2974  MSE 27941.0518, SSIM -0.0257
150 674.2974  MSE 27941.0518, SSIM -0.0257
160 674.2974  MSE 27941.0518, SSIM -0.0257
170 674.2974  MSE 27941.0518, SSIM -0.0257
180 674.2974  MSE 27941.0518, SSIM -0.0257
190 674.2974  MSE 27941.0518, SSIM -0.0257
0 204.5169  MSE 26310.2656, SSIM -0.0084
10 155.3792  MSE 26917.6455, SSIM 0.0021
20 151.5822  MSE 27640.8877, SSIM 0.0117
30 150.0796  MSE 26283.9922, SSIM 0.0180
40 148.9795  MSE 26109.0459, SSIM 0.0087
50 148.2969  MSE 26329.9639, SSIM -0.0042
60 147.8426  MSE 26577.5049, SSIM 0.0226
70 147.4718  MSE 25967.9639, SSIM 0.0274
80 147.1113  MSE 26957.5635, SSIM 0.0083
90 146.8218  MSE 26380.3623, SSIM 0.0323
100 146.5919  MSE 27645.4707, SSIM -0.0105
110 146.4338  MSE 26694.7734, SSIM 0.0210
120 146.2941  MSE 26406.8867, SSIM 0.0265
130 146.1644  MSE 26841.9004, SSIM 0.0049
140 146.0451  MSE 25969.4346, SSIM 0.0227
150 145.9117  MSE 26259.9199, SSIM 0.0220
160 145.8056  MSE 26932.8730, SSIM 0.0063
170 145.7034  MSE 26676.2266, SSIM 0.0107
180 145.5620  MSE 26537.2070, SSIM 0.0053
190 145.4592  MSE 25908.1426, SSIM 0.0269
0 478.5951  MSE 41433.0020, SSIM 0.0099
10 854.1302  MSE 18641.8096, SSIM 0.0136
20 854.1302  MSE 18641.8096, SSIM 0.0136
30 854.1302  MSE 18641.8096, SSIM 0.0136
40 854.1302  MSE 18641.8096, SSIM 0.0136
50 854.1302  MSE 18641.8096, SSIM 0.0136
60 854.1302  MSE 18641.8096, SSIM 0.0136
70 854.1302  MSE 18641.8096, SSIM 0.0136
80 854.1302  MSE 18641.8096, SSIM 0.0136
90 854.1302  MSE 18641.8096, SSIM 0.0136
100 854.1302  MSE 18641.8096, SSIM 0.0136
110 854.1302  MSE 18641.8096, SSIM 0.0136
120 854.1302  MSE 18641.8096, SSIM 0.0136
130 854.1302  MSE 18641.8096, SSIM 0.0136
140 854.1302  MSE 18641.8096, SSIM 0.0136
150 854.1302  MSE 18641.8096, SSIM 0.0136
160 854.1302  MSE 18641.8096, SSIM 0.0136
170 854.1302  MSE 18641.8096, SSIM 0.0136
180 854.1302  MSE 18641.8096, SSIM 0.0136
190 854.1302  MSE 18641.8096, SSIM 0.0136
0 202.7614  MSE 41354.4814, SSIM 0.0186
10 156.6055  MSE 42999.6855, SSIM 0.0020
20 153.5971  MSE 42230.2656, SSIM 0.0083
30 151.9665  MSE 42963.8281, SSIM 0.0078
40 150.9141  MSE 39637.7725, SSIM 0.0304
50 150.2074  MSE 43107.6289, SSIM -0.0203
60 149.5638  MSE 43056.2979, SSIM -0.0062
70 149.1267  MSE 41581.4473, SSIM 0.0218
80 148.7711  MSE 41623.1221, SSIM 0.0129
90 148.4779  MSE 42892.6650, SSIM 0.0046
100 148.2004  MSE 41722.0635, SSIM 0.0001
110 147.9510  MSE 42253.7480, SSIM 0.0059
120 147.7151  MSE 41848.9609, SSIM 0.0008
130 147.4970  MSE 42139.9199, SSIM 0.0106
140 147.2585  MSE 43527.3516, SSIM 0.0020
150 147.0534  MSE 42235.7773, SSIM -0.0033
160 146.9108  MSE 41933.4727, SSIM 0.0285
170 146.7592  MSE 42319.6094, SSIM 0.0004
180 146.6590  MSE 42436.8213, SSIM 0.0049
190 146.5706  MSE 42750.8057, SSIM 0.0037
0 51.5012  MSE 21957.7754, SSIM 0.0233
10 5.3952  MSE 21561.4756, SSIM 0.0199
20 2.8768  MSE 22337.8789, SSIM 0.0204
30 1.5899  MSE 21866.1758, SSIM 0.0114
40 0.9452  MSE 23222.4404, SSIM -0.0083
50 0.5419  MSE 22345.1230, SSIM 0.0021
60 0.3122  MSE 22067.5078, SSIM 0.0222
70 0.1898  MSE 20878.3232, SSIM 0.0324
80 0.0909  MSE 20034.8086, SSIM 0.0372
90 0.0507  MSE 18506.8770, SSIM 0.0614
100 0.0283  MSE 15695.5850, SSIM 0.1205
110 0.0158  MSE 12527.8340, SSIM 0.1969
120 0.0098  MSE 10043.0244, SSIM 0.2753
130 0.0061  MSE 7752.1973, SSIM 0.3682
140 0.0038  MSE 5550.0352, SSIM 0.4777
150 0.0024  MSE 4111.7588, SSIM 0.5578
160 0.0016  MSE 3261.4531, SSIM 0.6229
170 0.0011  MSE 2545.6348, SSIM 0.6778
180 0.0007  MSE 2069.5742, SSIM 0.7219
190 0.0005  MSE 1580.4834, SSIM 0.7656
0 233.6279  MSE 22836.3164, SSIM -0.0047
10 153.9244  MSE 22276.6816, SSIM 0.0215
20 147.9402  MSE 23031.3008, SSIM 0.0005
30 145.4539  MSE 22337.1787, SSIM -0.0008
40 143.9201  MSE 21894.7305, SSIM 0.0208
50 142.9710  MSE 22144.3369, SSIM 0.0047
60 142.3505  MSE 21574.9180, SSIM 0.0242
70 141.9527  MSE 21906.9707, SSIM -0.0073
80 141.7189  MSE 23056.0830, SSIM -0.0133
90 141.4867  MSE 22559.9209, SSIM 0.0112
100 141.2990  MSE 22894.4961, SSIM 0.0064
110 141.1433  MSE 22740.8672, SSIM 0.0011
120 141.0078  MSE 23230.7461, SSIM 0.0066
130 140.8609  MSE 23051.6045, SSIM 0.0068
140 140.6967  MSE 22115.3643, SSIM -0.0022
150 140.5636  MSE 21906.4639, SSIM 0.0164
160 140.4568  MSE 21877.2383, SSIM 0.0357
170 140.3498  MSE 21495.4365, SSIM 0.0108
180 140.2607  MSE 22416.0361, SSIM 0.0010
190 140.1819  MSE 22952.6670, SSIM -0.0005
0 441.5868  MSE 24086.1396, SSIM 0.0003
10 492.8215  MSE 24431.4043, SSIM 0.0317
20 492.8215  MSE 24431.4043, SSIM 0.0317
30 492.8215  MSE 24431.4043, SSIM 0.0317
40 492.8215  MSE 24431.4043, SSIM 0.0317
50 492.8215  MSE 24431.4043, SSIM 0.0317
60 492.8215  MSE 24431.4043, SSIM 0.0317
70 492.8215  MSE 24431.4043, SSIM 0.0317
80 492.8215  MSE 24431.4043, SSIM 0.0317
90 492.8215  MSE 24431.4043, SSIM 0.0317
100 492.8215  MSE 24431.4043, SSIM 0.0317
110 492.8215  MSE 24431.4043, SSIM 0.0317
120 492.8215  MSE 24431.4043, SSIM 0.0317
130 492.8215  MSE 24431.4043, SSIM 0.0317
140 492.8215  MSE 24431.4043, SSIM 0.0317
150 492.8215  MSE 24431.4043, SSIM 0.0317
160 492.8215  MSE 24431.4043, SSIM 0.0317
170 492.8215  MSE 24431.4043, SSIM 0.0317
180 492.8215  MSE 24431.4043, SSIM 0.0317
190 492.8215  MSE 24431.4043, SSIM 0.0317
0 201.9775  MSE 24139.8457, SSIM 0.0012
10 152.9806  MSE 24424.4561, SSIM 0.0054
20 150.6579  MSE 23215.0264, SSIM 0.0265
30 149.5508  MSE 24339.3613, SSIM 0.0101
40 148.8181  MSE 23894.0879, SSIM 0.0141
50 148.2216  MSE 24519.6338, SSIM -0.0023
60 147.7736  MSE 24672.2246, SSIM -0.0058
70 147.4665  MSE 24131.5488, SSIM 0.0058
80 147.2507  MSE 24531.8311, SSIM -0.0085
90 147.0603  MSE 23780.8428, SSIM 0.0083
100 146.8356  MSE 24274.8252, SSIM 0.0048
110 146.6440  MSE 23391.0820, SSIM 0.0057
120 146.4317  MSE 25160.1621, SSIM -0.0041
130 146.2422  MSE 23987.6885, SSIM 0.0163
140 146.0412  MSE 24367.3086, SSIM 0.0038
150 145.8906  MSE 23531.7793, SSIM 0.0078
160 145.7567  MSE 23739.9453, SSIM 0.0314
170 145.6106  MSE 23816.9971, SSIM 0.0159
180 145.4976  MSE 25393.8877, SSIM 0.0041
190 145.3989  MSE 23891.5430, SSIM 0.0204
0 79.2617  MSE 30200.0059, SSIM 0.0123
10 11.3857  MSE 30775.9336, SSIM -0.0107
20 6.3922  MSE 30672.8447, SSIM 0.0051
30 655.5635  MSE 26691.3193, SSIM 0.0162
40 655.5635  MSE 26691.3193, SSIM 0.0162
50 655.5635  MSE 26691.3193, SSIM 0.0162
60 655.5635  MSE 26691.3193, SSIM 0.0162
70 655.5635  MSE 26691.3193, SSIM 0.0162
80 655.5635  MSE 26691.3193, SSIM 0.0162
90 655.5635  MSE 26691.3193, SSIM 0.0162
100 655.5635  MSE 26691.3193, SSIM 0.0162
110 655.5635  MSE 26691.3193, SSIM 0.0162
120 655.5635  MSE 26691.3193, SSIM 0.0162
130 655.5635  MSE 26691.3193, SSIM 0.0162
140 655.5635  MSE 26691.3193, SSIM 0.0162
150 655.5635  MSE 26691.3193, SSIM 0.0162
160 655.5635  MSE 26691.3193, SSIM 0.0162
170 655.5635  MSE 26691.3193, SSIM 0.0162
180 655.5635  MSE 26691.3193, SSIM 0.0162
190 655.5635  MSE 26691.3193, SSIM 0.0162
0 252.7131  MSE 29217.8779, SSIM 0.0244
10 169.7213  MSE 29307.3730, SSIM -0.0112
20 163.0376  MSE 30849.0596, SSIM 0.0012
30 160.0925  MSE 30849.2080, SSIM 0.0074
40 158.0832  MSE 29312.5957, SSIM 0.0221
50 156.5559  MSE 31230.2686, SSIM 0.0021
60 155.1948  MSE 29545.1650, SSIM 0.0040
70 154.3836  MSE 29654.4150, SSIM 0.0224
80 153.7221  MSE 30173.9756, SSIM 0.0007
90 153.0733  MSE 29354.2275, SSIM 0.0123
100 152.4093  MSE 29976.5078, SSIM -0.0042
110 151.8681  MSE 29213.2158, SSIM 0.0001
120 151.4444  MSE 30229.7676, SSIM -0.0041
130 150.7943  MSE 30305.6611, SSIM 0.0198
140 150.3182  MSE 29259.3643, SSIM 0.0222
150 149.9325  MSE 29146.1895, SSIM 0.0070
160 149.6222  MSE 29758.2998, SSIM -0.0125
170 149.3371  MSE 30013.7324, SSIM -0.0093
180 149.0403  MSE 29588.7441, SSIM -0.0004
190 148.7744  MSE 30220.7725, SSIM -0.0049
0 490.5861  MSE 22787.9219, SSIM 0.0135
10 678.9413  MSE 23176.9717, SSIM 0.0102
20 678.9413  MSE 23176.9717, SSIM 0.0102
30 678.9413  MSE 23176.9717, SSIM 0.0102
40 678.9413  MSE 23176.9717, SSIM 0.0102
50 678.9413  MSE 23176.9717, SSIM 0.0102
60 678.9413  MSE 23176.9717, SSIM 0.0102
70 678.9413  MSE 23176.9717, SSIM 0.0102
80 678.9413  MSE 23176.9717, SSIM 0.0102
90 678.9413  MSE 23176.9717, SSIM 0.0102
100 678.9413  MSE 23176.9717, SSIM 0.0102
110 678.9413  MSE 23176.9717, SSIM 0.0102
120 678.9413  MSE 23176.9717, SSIM 0.0102
130 678.9413  MSE 23176.9717, SSIM 0.0102
140 678.9413  MSE 23176.9717, SSIM 0.0102
150 678.9413  MSE 23176.9717, SSIM 0.0102
160 678.9413  MSE 23176.9717, SSIM 0.0102
170 678.9413  MSE 23176.9717, SSIM 0.0102
180 678.9413  MSE 23176.9717, SSIM 0.0102
190 678.9413  MSE 23176.9717, SSIM 0.0102
0 603.7348  MSE 23293.9268, SSIM 0.0183
10 347.9834  MSE 22892.8027, SSIM -0.0034
20 347.9834  MSE 22892.8027, SSIM -0.0034
30 347.9834  MSE 22892.8027, SSIM -0.0034
40 347.9834  MSE 22892.8027, SSIM -0.0034
50 347.9834  MSE 22892.8027, SSIM -0.0034
60 347.9834  MSE 22892.8027, SSIM -0.0034
70 347.9834  MSE 22892.8027, SSIM -0.0034
80 347.9834  MSE 22892.8027, SSIM -0.0034
90 347.9834  MSE 22892.8027, SSIM -0.0034
100 347.9834  MSE 22892.8027, SSIM -0.0034
110 347.9834  MSE 22892.8027, SSIM -0.0034
120 347.9834  MSE 22892.8027, SSIM -0.0034
130 347.9834  MSE 22892.8027, SSIM -0.0034
140 347.9834  MSE 22892.8027, SSIM -0.0034
150 347.9834  MSE 22892.8027, SSIM -0.0034
160 347.9834  MSE 22892.8027, SSIM -0.0034
170 347.9834  MSE 22892.8027, SSIM -0.0034
180 347.9834  MSE 22892.8027, SSIM -0.0034
190 347.9834  MSE 22892.8027, SSIM -0.0034
0 285.4528  MSE 24004.4551, SSIM 0.0049
10 347.6617  MSE 23184.9814, SSIM 0.0307
20 347.6617  MSE 23184.9814, SSIM 0.0307
30 347.6617  MSE 23184.9814, SSIM 0.0307
40 347.6617  MSE 23184.9814, SSIM 0.0307
50 347.6617  MSE 23184.9814, SSIM 0.0307
60 347.6617  MSE 23184.9814, SSIM 0.0307
70 347.6617  MSE 23184.9814, SSIM 0.0307
80 347.6617  MSE 23184.9814, SSIM 0.0307
90 347.6617  MSE 23184.9814, SSIM 0.0307
100 347.6617  MSE 23184.9814, SSIM 0.0307
110 347.6617  MSE 23184.9814, SSIM 0.0307
120 347.6617  MSE 23184.9814, SSIM 0.0307
130 347.6617  MSE 23184.9814, SSIM 0.0307
140 347.6617  MSE 23184.9814, SSIM 0.0307
150 347.6617  MSE 23184.9814, SSIM 0.0307
160 347.6617  MSE 23184.9814, SSIM 0.0307
170 347.6617  MSE 23184.9814, SSIM 0.0307
180 347.6617  MSE 23184.9814, SSIM 0.0307
190 347.6617  MSE 23184.9814, SSIM 0.0307
0 253.7348  MSE 24086.3721, SSIM 0.0046
10 160.2636  MSE 23739.7314, SSIM -0.0003
20 153.1415  MSE 24648.5195, SSIM 0.0122
30 150.4866  MSE 24213.5117, SSIM 0.0024
40 149.0539  MSE 23702.6943, SSIM 0.0179
50 148.0940  MSE 23747.6094, SSIM 0.0189
60 147.0730  MSE 24002.1465, SSIM -0.0038
70 146.3819  MSE 23061.1191, SSIM 0.0397
80 145.8467  MSE 23985.6523, SSIM -0.0007
90 145.3074  MSE 24240.6797, SSIM 0.0069
100 144.9553  MSE 23151.0947, SSIM -0.0011
110 144.6987  MSE 23368.8281, SSIM 0.0121
120 144.4604  MSE 24311.1006, SSIM -0.0035
130 144.2115  MSE 23972.1465, SSIM 0.0093
140 144.0655  MSE 23577.3564, SSIM -0.0060
150 143.9326  MSE 23582.0703, SSIM 0.0255
160 143.7586  MSE 24032.5703, SSIM 0.0090
170 143.6157  MSE 23345.2500, SSIM 0.0116
180 143.4962  MSE 22941.7178, SSIM 0.0290
190 143.3748  MSE 22871.8008, SSIM 0.0200
0 83.2815  MSE 22787.8291, SSIM 0.0155
10 5.0739  MSE 23503.9385, SSIM 0.0047
20 1.2655  MSE 23200.2236, SSIM 0.0084
30 0.3559  MSE 21828.1523, SSIM 0.0104
40 0.0968  MSE 20903.8896, SSIM 0.0368
50 0.0311  MSE 18108.2461, SSIM 0.0779
60 0.0139  MSE 14680.2607, SSIM 0.1498
70 0.0061  MSE 10348.1973, SSIM 0.2427
80 0.0027  MSE 7547.2812, SSIM 0.3592
90 0.0013  MSE 5414.2227, SSIM 0.4642
100 0.0007  MSE 3755.1426, SSIM 0.5641
110 0.0004  MSE 2570.9961, SSIM 0.6660
120 0.0002  MSE 1606.1484, SSIM 0.7543
130 0.0001  MSE 1071.4131, SSIM 0.8234
140 0.0001  MSE 708.4658, SSIM 0.8832
150 0.0000  MSE 569.5977, SSIM 0.9171
160 0.0000  MSE 368.4775, SSIM 0.9404
170 0.0000  MSE 196.3105, SSIM 0.9602
180 0.0000  MSE 163.4854, SSIM 0.9709
190 0.0000  MSE 143.6152, SSIM 0.9785
0 312.5413  MSE 22971.0723, SSIM 0.0030
10 177.9112  MSE 23471.7393, SSIM 0.0010
20 173.3596  MSE 22950.7393, SSIM 0.0138
30 170.8729  MSE 22892.6162, SSIM -0.0024
40 168.8986  MSE 22960.9092, SSIM 0.0165
50 167.0526  MSE 22622.2754, SSIM 0.0128
60 165.8050  MSE 23159.4346, SSIM -0.0063
70 164.7168  MSE 23242.8496, SSIM 0.0065
80 163.7157  MSE 23001.5713, SSIM 0.0123
90 162.6424  MSE 23459.7207, SSIM 0.0067
100 161.6954  MSE 23122.6875, SSIM 0.0013
110 160.8330  MSE 23014.4570, SSIM 0.0158
120 159.8975  MSE 22377.4385, SSIM 0.0132
130 159.1083  MSE 22407.5459, SSIM 0.0132
140 158.5535  MSE 23030.1572, SSIM 0.0076
150 157.8449  MSE 22636.9346, SSIM 0.0117
160 157.0871  MSE 23729.8633, SSIM -0.0062
170 156.5813  MSE 22320.4990, SSIM 0.0180
180 156.2131  MSE 22559.6074, SSIM 0.0152
190 155.9262  MSE 23493.7793, SSIM 0.0040
0 234.6602  MSE 25702.5947, SSIM -0.0113
10 19.7741  MSE 25433.1885, SSIM 0.0104
20 7.5650  MSE 24896.2588, SSIM 0.0415
30 3.9739  MSE 24707.3438, SSIM 0.0500
40 1.7607  MSE 25741.8896, SSIM -0.0096
50 0.7544  MSE 26073.0723, SSIM -0.0074
